Слово,relation,knowledge,relation_strength,vision,sound,skin,taste,smell
нелогичный,0.3181818181818182,1.0,0.3333333333333333,0.25,0.45454545454545453,0.0,0.09090909090909091,0.1
нелюбезный,0.3181818181818182,1.0,0.3333333333333333,0.5555555555555556,0.7,0.0,0.0,0.0
нелюбимый,0.3181818181818182,1.0,0.3333333333333333,0.5,0.6,0.08333333333333333,0.3076923076923077,0.18181818181818182
нелюдимый,0.3409090909090909,1.0,0.3333333333333333,0.36363636363636365,0.3076923076923077,0.1,0.0,0.0
немаленький,0.5227272727272727,1.0,0.6666666666666666,0.9230769230769231,0.1,0.45454545454545453,0.09090909090909091,0.18181818181818182
немалый,0.38636363636363635,1.0,0.6666666666666666,0.45454545454545453,0.08333333333333333,0.6,0.0,0.0
немеркнущий,0.45454545454545453,1.0,0.6666666666666666,1.0,0.0,0.0,0.09090909090909091,0.0
неметаллический,0.5,1.0,0.6666666666666666,1.0,0.2727272727272727,0.36363636363636365,0.5,0.07692307692307693
немигающий,0.5454545454545454,1.0,0.6666666666666666,0.9090909090909091,0.07692307692307693,0.0,0.0,0.0
немилосердный,0.3409090909090909,1.0,0.3333333333333333,0.4,0.25,0.0,0.07692307692307693,0.0
немилый,0.3181818181818182,1.0,0.3333333333333333,0.5,0.2727272727272727,0.0,0.18181818181818182,0.16666666666666666
немногоречивый,0.4090909090909091,1.0,0.6666666666666666,0.08333333333333333,0.5384615384615384,0.0,0.0,0.1
немногословный,0.36363636363636365,1.0,0.3333333333333333,0.18181818181818182,0.75,0.08333333333333333,0.0,0.0
немой,0.5909090909090909,1.0,0.6666666666666666,0.23076923076923078,0.5454545454545454,0.0,0.1,0.0
немолодой,0.45454545454545453,1.0,0.6666666666666666,0.8333333333333334,0.25,0.1,0.18181818181818182,0.18181818181818182
немощный,0.4318181818181818,1.0,0.6666666666666666,0.6153846153846154,0.36363636363636365,0.09090909090909091,0.0,0.0
немузыкальный,0.45454545454545453,1.0,0.6666666666666666,0.16666666666666666,0.8333333333333334,0.09090909090909091,0.1,0.0
ненавистный,0.38636363636363635,1.0,0.6666666666666666,0.25,0.2727272727272727,0.08333333333333333,0.18181818181818182,0.3
ненаглядный,0.3409090909090909,1.0,0.3333333333333333,0.5833333333333334,0.2,0.0,0.0,0.08333333333333333
ненадёванный,0.4186046511627907,0.9772727272727273,0.6666666666666666,0.6363636363636364,0.16666666666666666,0.0,0.0,0.08333333333333333
ненарушимый,0.3181818181818182,1.0,0.3333333333333333,0.38461538461538464,0.0,0.0,0.0,0.0
ненастный,0.5454545454545454,1.0,0.6666666666666666,0.3,0.25,0.0,0.0,0.18181818181818182
ненастоящий,0.4090909090909091,1.0,0.6666666666666666,0.5833333333333334,0.45454545454545453,0.25,0.1111111111111111,0.3333333333333333
ненасытный,0.4318181818181818,1.0,0.6666666666666666,0.2727272727272727,0.0,0.0,0.09090909090909091,0.08333333333333333
ненасыщенный,0.4772727272727273,1.0,0.6666666666666666,0.18181818181818182,0.4166666666666667,0.1,0.5833333333333334,0.2727272727272727
ненатуральный,0.4090909090909091,1.0,0.6666666666666666,0.6,0.09090909090909091,0.45454545454545453,0.46153846153846156,0.36363636363636365
ненормальный,0.36363636363636365,1.0,0.3333333333333333,0.6666666666666666,0.6363636363636364,0.0,0.2,0.18181818181818182
неношеный,0.4318181818181818,1.0,0.6666666666666666,0.6923076923076923,0.08333333333333333,0.3,0.0,0.2727272727272727
необжитой,0.38636363636363635,1.0,0.6666666666666666,0.8,0.0,0.0,0.0,0.18181818181818182
необитаемый,0.4090909090909091,1.0,0.6666666666666666,0.8181818181818182,0.0,0.1,0.0,0.0
необозримый,0.5227272727272727,1.0,0.6666666666666666,0.8181818181818182,0.0,0.08333333333333333,0.0,0.0
необработанный,0.4090909090909091,1.0,0.6666666666666666,0.8181818181818182,0.18181818181818182,0.6666666666666666,0.2727272727272727,0.0
необхватный,0.45454545454545453,1.0,0.6666666666666666,0.6,0.07692307692307693,0.8,0.0,0.0
необъезженный,0.3181818181818182,1.0,0.3333333333333333,0.75,0.2727272727272727,0.09090909090909091,0.0,0.08333333333333333
необъяснимый,0.3181818181818182,1.0,0.3333333333333333,0.6363636363636364,0.2727272727272727,0.36363636363636365,0.16666666666666666,0.09090909090909091
необъятный,0.5,1.0,0.6666666666666666,0.8333333333333334,0.16666666666666666,0.36363636363636365,0.0,0.0
необыкновенный,0.45454545454545453,1.0,0.6666666666666666,0.7,0.4,0.4166666666666667,0.3076923076923077,0.36363636363636365
необычный,0.38636363636363635,1.0,0.6666666666666666,0.6666666666666666,0.5,0.2727272727272727,0.45454545454545453,0.4
неоглядный,0.3488372093023256,0.9772727272727273,0.3333333333333333,0.45454545454545453,0.0,0.0,0.08333333333333333,0.0
неодинаковый,0.4772727272727273,1.0,0.6666666666666666,0.8181818181818182,0.2727272727272727,0.4166666666666667,0.2,0.4166666666666667
неоднородный,0.4318181818181818,1.0,0.6666666666666666,0.5454545454545454,0.07692307692307693,0.8181818181818182,0.18181818181818182,0.1
неодобрительный,0.3181818181818182,1.0,0.3333333333333333,0.4166666666666667,0.46153846153846156,0.09090909090909091,0.0,0.0
неодолимый,0.4090909090909091,1.0,0.6666666666666666,0.5454545454545454,0.08333333333333333,0.1,0.0,0.08333333333333333
неодушевлённый,0.36363636363636365,1.0,0.3333333333333333,0.3,0.0,0.15384615384615385,0.0,0.0
неожиданный,0.4090909090909091,1.0,0.6666666666666666,0.36363636363636365,0.7272727272727273,0.08333333333333333,0.16666666666666666,0.1
неоконченный,0.3181818181818182,1.0,0.3333333333333333,0.75,0.4,0.08333333333333333,0.09090909090909091,0.0
неоновый,0.5909090909090909,1.0,0.6666666666666666,0.75,0.0,0.0,0.0,0.09090909090909091
неоперившийся,0.4318181818181818,1.0,0.6666666666666666,0.8,0.09090909090909091,0.45454545454545453,0.0,0.0
неописуемый,0.3409090909090909,1.0,0.3333333333333333,0.5454545454545454,0.3,0.07692307692307693,0.18181818181818182,0.09090909090909091
неопределённый,0.3409090909090909,1.0,0.3333333333333333,0.4166666666666667,0.36363636363636365,0.45454545454545453,0.3333333333333333,0.4
неопределимый,0.36363636363636365,1.0,0.3333333333333333,0.4166666666666667,0.45454545454545453,0.18181818181818182,0.2727272727272727,0.09090909090909091
неопрятный,0.4772727272727273,1.0,0.6666666666666666,0.8333333333333334,0.08333333333333333,0.2727272727272727,0.0,0.1
неослабевающий,0.36363636363636365,1.0,0.3333333333333333,0.38461538461538464,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.3
неослабный,0.40476190476190477,0.9545454545454546,0.6666666666666666,0.2222222222222222,0.18181818181818182,0.09090909090909091,0.0,0.0
неосознанный,0.36363636363636365,1.0,0.3333333333333333,0.18181818181818182,0.25,0.0,0.0,0.1
неостановимый,0.3409090909090909,1.0,0.3333333333333333,0.4,0.2727272727272727,0.09090909090909091,0.08333333333333333,0.0
неосторожный,0.3409090909090909,1.0,0.3333333333333333,0.5,0.3,0.15384615384615385,0.0,0.08333333333333333
неосязаемый,0.4772727272727273,1.0,0.6666666666666666,0.18181818181818182,0.2727272727272727,0.16666666666666666,0.09090909090909091,0.36363636363636365
неотвязчивый,0.3181818181818182,1.0,0.3333333333333333,0.4166666666666667,0.09090909090909091,0.08333333333333333,0.0,0.2
неотделимый,0.5,1.0,0.6666666666666666,0.5,0.18181818181818182,0.6363636363636364,0.09090909090909091,0.18181818181818182
неотёсанный,0.5227272727272727,1.0,0.6666666666666666,0.7272727272727273,0.1,0.6153846153846154,0.0,0.0
неотразимый,0.5,1.0,0.6666666666666666,0.6,0.08333333333333333,0.09090909090909091,0.0,0.09090909090909091
неотрывный,0.3409090909090909,1.0,0.3333333333333333,0.7272727272727273,0.2727272727272727,0.16666666666666666,0.09090909090909091,0.18181818181818182
неотчётливый,0.4318181818181818,1.0,0.6666666666666666,0.8333333333333334,0.75,0.18181818181818182,0.18181818181818182,0.3
неохватный,0.4186046511627907,0.9772727272727273,0.6666666666666666,0.6363636363636364,0.09090909090909091,0.45454545454545453,0.0,0.08333333333333333
неощутимый,0.4318181818181818,1.0,0.6666666666666666,0.2,0.1,0.6363636363636364,0.4166666666666667,0.38461538461538464
непарный,0.38636363636363635,1.0,0.6666666666666666,0.6666666666666666,0.1,0.3333333333333333,0.0,0.09090909090909091
непереводимый,0.3409090909090909,1.0,0.3333333333333333,0.3333333333333333,0.45454545454545453,0.0,0.0,0.0
непереносимый,0.4318181818181818,1.0,0.6666666666666666,0.4,0.36363636363636365,0.0,0.25,0.4166666666666667
неплотный,0.5227272727272727,1.0,0.6666666666666666,0.6666666666666666,0.0,0.6363636363636364,0.08333333333333333,0.0
неплохой,0.38636363636363635,1.0,0.6666666666666666,0.6,0.4166666666666667,0.2727272727272727,0.16666666666666666,0.7272727272727273
неповинный,0.3409090909090909,1.0,0.3333333333333333,0.4,0.09090909090909091,0.0,0.0,0.0
неповоротливый,0.5,1.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.18181818181818182,0.0
неповторяемый,0.36363636363636365,1.0,0.3333333333333333,0.6666666666666666,0.4,0.15384615384615385,0.5,0.5454545454545454
непогожий,0.3488372093023256,0.9772727272727273,0.3333333333333333,0.75,0.08333333333333333,0.0,0.0,0.0
неподатливый,0.36363636363636365,1.0,0.3333333333333333,0.4166666666666667,0.2,0.08333333333333333,0.0,0.0
неподвижный,0.6363636363636364,1.0,1.0,0.8181818181818182,0.25,0.3,0.0,0.0
неподдельный,0.4318181818181818,1.0,0.6666666666666666,0.75,0.3,0.25,0.3333333333333333,0.1
непокладистый,0.3181818181818182,1.0,0.3333333333333333,0.5454545454545454,0.16666666666666666,0.09090909090909091,0.0,0.09090909090909091
непокойный,0.38636363636363635,1.0,0.6666666666666666,0.5454545454545454,0.2727272727272727,0.0,0.0,0.07692307692307693
непокорный,0.36363636363636365,1.0,0.3333333333333333,0.2,0.25,0.09090909090909091,0.0,0.0
непокрытый,0.45454545454545453,1.0,0.6666666666666666,0.7,0.0,0.4,0.0,0.0
неполивной,0.3409090909090909,1.0,0.3333333333333333,0.4166666666666667,0.09090909090909091,0.18181818181818182,0.0,0.2
неполногласный,0.3409090909090909,1.0,0.3333333333333333,0.3333333333333333,0.8333333333333334,0.0,0.0,0.0
неполноценный,0.38636363636363635,1.0,0.6666666666666666,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.16666666666666666,0.09090909090909091
неполный,0.5,1.0,0.6666666666666666,0.8333333333333334,0.0,0.4,0.09090909090909091,0.09090909090909091
непонятный,0.36363636363636365,1.0,0.3333333333333333,0.6363636363636364,0.5,0.18181818181818182,0.18181818181818182,0.2727272727272727
непоседливый,0.3181818181818182,1.0,0.3333333333333333,0.3333333333333333,0.36363636363636365,0.0,0.0,0.0
непосильный,0.4318181818181818,1.0,0.6666666666666666,0.18181818181818182,0.16666666666666666,0.1,0.0,0.16666666666666666
непотухающий,0.4772727272727273,1.0,0.6666666666666666,0.9090909090909091,0.0,0.16666666666666666,0.0,0.0
непохожий,0.4090909090909091,1.0,0.6666666666666666,0.8461538461538461,0.45454545454545453,0.09090909090909091,0.3,0.18181818181818182
непочатый,0.3181818181818182,1.0,0.3333333333333333,0.6666666666666666,0.09090909090909091,0.2727272727272727,0.2,0.0
непочтительный,0.3181818181818182,1.0,0.3333333333333333,0.6666666666666666,0.5,0.0,0.0,0.0
неправдоподобный,0.3181818181818182,1.0,0.3333333333333333,0.4166666666666667,0.4166666666666667,0.0,0.2,0.08333333333333333
неправильный,0.3181818181818182,1.0,0.3333333333333333,0.5,0.5,0.6363636363636364,0.18181818181818182,0.16666666666666666
непрезентабельный,0.3953488372093023,0.9772727272727273,0.6666666666666666,0.5384615384615384,0.1,0.09090909090909091,0.09090909090909091,0.0
непреклонный,0.3181818181818182,1.0,0.3333333333333333,0.5,0.09090909090909091,0.08333333333333333,0.09090909090909091,0.1
непреодолимый,0.3409090909090909,1.0,0.3333333333333333,0.4166666666666667,0.07692307692307693,0.18181818181818182,0.2,0.2
непрерывный,0.5227272727272727,1.0,0.6666666666666666,0.7,0.6363636363636364,0.5454545454545454,0.08333333333333333,0.0
непрестанный,0.3181818181818182,1.0,0.3333333333333333,0.18181818181818182,0.08333333333333333,0.1,0.0,0.0
неприветливый,0.4090909090909091,1.0,0.6666666666666666,0.8,0.6666666666666666,0.0,0.0,0.09090909090909091
неприветный,0.3181818181818182,1.0,0.3333333333333333,0.36363636363636365,0.18181818181818182,0.0,0.0,0.08333333333333333
непривлекательный,0.5,1.0,0.6666666666666666,0.9166666666666666,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.2727272727272727
непривычный,0.36363636363636365,1.0,0.3333333333333333,0.5833333333333334,0.36363636363636365,0.3333333333333333,0.6,0.6363636363636364
неприглядный,0.5227272727272727,1.0,0.6666666666666666,0.8181818181818182,0.0,0.08333333333333333,0.0,0.09090909090909091
непригожий,0.4090909090909091,1.0,0.6666666666666666,0.7272727272727273,0.0,0.3,0.2727272727272727,0.08333333333333333
неприкрашенный,0.36363636363636365,1.0,0.3333333333333333,0.75,0.09090909090909091,0.09090909090909091,0.1,0.08333333333333333
неприкрытый,0.45454545454545453,1.0,0.6666666666666666,1.0,0.09090909090909091,0.6666666666666666,0.0,0.18181818181818182
неприметный,0.5,1.0,0.6666666666666666,0.8333333333333334,0.3,0.18181818181818182,0.0,0.16666666666666666
непримечательный,0.38636363636363635,1.0,0.6666666666666666,0.8181818181818182,0.4,0.18181818181818182,0.0,0.08333333333333333
непристойный,0.3409090909090909,1.0,0.3333333333333333,0.7,0.3,0.0,0.08333333333333333,0.0
неприступный,0.3181818181818182,1.0,0.3333333333333333,0.45454545454545453,0.08333333333333333,0.1,0.16666666666666666,0.0
непритворный,0.36363636363636365,1.0,0.3333333333333333,0.5,0.2,0.0,0.0,0.1
неприязненный,0.38636363636363635,1.0,0.6666666666666666,0.5,0.3,0.25,0.23076923076923078,0.18181818181818182
неприятный,0.5454545454545454,1.0,0.6666666666666666,0.75,0.8333333333333334,0.7272727272727273,0.7272727272727273,0.8
непробиваемый,0.4090909090909091,1.0,0.6666666666666666,0.4,0.09090909090909091,0.25,0.0,0.0
непробудный,0.3181818181818182,1.0,0.3333333333333333,0.2727272727272727,0.1,0.0,0.0,0.09090909090909091
непроглядный,0.5909090909090909,1.0,0.6666666666666666,0.7272727272727273,0.0,0.1,0.08333333333333333,0.0
непродолжительный,0.3181818181818182,1.0,0.3333333333333333,0.25,0.5454545454545454,0.0,0.1111111111111111,0.3333333333333333
непроезжий,0.37209302325581395,0.9772727272727273,0.3333333333333333,0.6363636363636364,0.2,0.08333333333333333,0.0,0.0
непролазный,0.38636363636363635,1.0,0.6666666666666666,0.5,0.07692307692307693,0.2,0.0,0.09090909090909091
непромокаемый,0.45454545454545453,1.0,0.6666666666666666,0.5,0.07692307692307693,0.2727272727272727,0.0,0.0
непроницаемый,0.38636363636363635,1.0,0.6666666666666666,0.18181818181818182,0.16666666666666666,0.2727272727272727,0.25,0.0
непропорциональный,0.4318181818181818,1.0,0.6666666666666666,0.8333333333333334,0.18181818181818182,0.25,0.1,0.0
непроходимый,0.45454545454545453,1.0,0.6666666666666666,0.8181818181818182,0.0,0.25,0.0,0.0
непрочный,0.5,1.0,0.6666666666666666,0.45454545454545453,0.18181818181818182,0.9166666666666666,0.08333333333333333,0.0
неравнодушный,0.3181818181818182,1.0,0.3333333333333333,0.25,0.36363636363636365,0.0,0.0,0.0
неравномерный,0.5,1.0,0.6666666666666666,0.8333333333333334,0.3333333333333333,0.45454545454545453,0.09090909090909091,0.1
неравный,0.38636363636363635,1.0,0.6666666666666666,0.8181818181818182,0.08333333333333333,0.5454545454545454,0.0,0.0
нерадивый,0.36363636363636365,1.0,0.3333333333333333,0.3,0.25,0.09090909090909091,0.0,0.0
нерадостный,0.4090909090909091,1.0,0.6666666666666666,0.6923076923076923,0.5,0.0,0.09090909090909091,0.0
неразборчивый,0.36363636363636365,1.0,0.3333333333333333,0.6363636363636364,0.6363636363636364,0.1,0.25,0.08333333333333333
неразвитой,0.36363636363636365,1.0,0.3333333333333333,0.7272727272727273,0.25,0.2,0.0,0.0
неразговорчивый,0.4318181818181818,1.0,0.6666666666666666,0.5,0.5454545454545454,0.0,0.0,0.0
неразделённый,0.38636363636363635,1.0,0.6666666666666666,0.2727272727272727,0.08333333333333333,0.5,0.09090909090909091,0.0
неразделимый,0.36363636363636365,1.0,0.3333333333333333,0.7272727272727273,0.5,0.6666666666666666,0.0,0.08333333333333333
нераздельный,0.3181818181818182,1.0,0.3333333333333333,0.7,0.36363636363636365,0.36363636363636365,0.0,0.08333333333333333
неразличимый,0.5227272727272727,1.0,0.6666666666666666,0.6,0.45454545454545453,0.09090909090909091,0.3333333333333333,0.4166666666666667
неразрывный,0.4318181818181818,1.0,0.6666666666666666,0.8,0.45454545454545453,0.5833333333333334,0.0,0.0
нерастворимый,0.4090909090909091,1.0,0.6666666666666666,0.4166666666666667,0.18181818181818182,0.0,0.6,0.08333333333333333
нерасторопный,0.3181818181818182,1.0,0.3333333333333333,0.5,0.16666666666666666,0.0,0.1,0.0
нервический,0.4090909090909091,1.0,0.6666666666666666,0.3,0.3,0.23076923076923078,0.0,0.0
нервный,0.5,1.0,0.6666666666666666,0.5,0.5454545454545454,0.0,0.0,0.18181818181818182
нервозный,0.5,1.0,0.6666666666666666,0.4,0.4166666666666667,0.0,0.0,0.09090909090909091
нереальный,0.3181818181818182,1.0,0.3333333333333333,0.5,0.5,0.1,0.09090909090909091,0.09090909090909091
нередкий,0.3181818181818182,1.0,0.3333333333333333,0.7272727272727273,0.2727272727272727,0.09090909090909091,0.08333333333333333,0.0
нерезаный,0.45454545454545453,1.0,0.6666666666666666,0.9090909090909091,0.07692307692307693,0.7,0.18181818181818182,0.0
нерестовый,0.3333333333333333,0.9545454545454546,0.3333333333333333,0.75,0.0,0.09090909090909091,0.0,0.1
неритмичный,0.6363636363636364,1.0,1.0,0.18181818181818182,0.8,0.15384615384615385,0.0,0.09090909090909091
неробкий,0.4090909090909091,1.0,0.6666666666666666,0.5454545454545454,0.3076923076923077,0.0,0.0,0.0
неровный,0.6590909090909091,1.0,1.0,0.9,0.2727272727272727,0.6363636363636364,0.08333333333333333,0.08333333333333333
нерповый,0.425,0.9090909090909091,0.6666666666666666,0.3333333333333333,0.0,0.2727272727272727,0.1,0.08333333333333333
нерусский,0.3181818181818182,1.0,0.3333333333333333,0.7,0.7272727272727273,0.0,0.07692307692307693,0.0
нерушимый,0.36363636363636365,1.0,0.3333333333333333,0.3,0.16666666666666666,0.09090909090909091,0.0,0.0
неряшливый,0.38636363636363635,1.0,0.6666666666666666,0.7692307692307693,0.0,0.2727272727272727,0.09090909090909091,0.2
несвежий,0.7727272727272727,1.0,1.0,0.45454545454545453,0.16666666666666666,0.0,0.8333333333333334,0.8
несвязный,0.4772727272727273,1.0,0.6666666666666666,0.4,0.7272727272727273,0.2727272727272727,0.0,0.0
несгибаемый,0.5909090909090909,1.0,0.6666666666666666,0.6,0.0,0.8,0.0,0.0
несговорчивый,0.3409090909090909,1.0,0.3333333333333333,0.18181818181818182,0.46153846153846156,0.0,0.09090909090909091,0.0
несгораемый,0.3181818181818182,1.0,0.3333333333333333,0.38461538461538464,0.08333333333333333,0.0,0.0,0.09090909090909091
несдержанный,0.36363636363636365,1.0,0.3333333333333333,0.4166666666666667,0.6363636363636364,0.2727272727272727,0.0,0.09090909090909091
несимметричный,0.4883720930232558,0.9772727272727273,0.6666666666666666,0.8461538461538461,0.08333333333333333,0.7,0.0,0.09090909090909091
несимпатичный,0.5,1.0,0.6666666666666666,0.8333333333333334,0.18181818181818182,0.2727272727272727,0.0,0.2
нескладный,0.4090909090909091,1.0,0.6666666666666666,0.8,0.18181818181818182,0.5833333333333334,0.0,0.2727272727272727
нескончаемый,0.3409090909090909,1.0,0.3333333333333333,0.45454545454545453,0.6,0.08333333333333333,0.0,0.1
нескромный,0.3409090909090909,1.0,0.3333333333333333,1.0,0.36363636363636365,0.0,0.0,0.0
нескрываемый,0.3409090909090909,1.0,0.3333333333333333,0.75,0.36363636363636365,0.0,0.16666666666666666,0.0
несладкий,0.7272727272727273,1.0,1.0,0.15384615384615385,0.08333333333333333,0.0,0.8888888888888888,0.8181818181818182
неслаженный,0.3181818181818182,1.0,0.3333333333333333,0.5555555555555556,0.2,0.16666666666666666,0.0,0.0
несловоохотливый,0.3409090909090909,1.0,0.3333333333333333,0.3333333333333333,0.45454545454545453,0.0,0.0,0.09090909090909091
несложный,0.3409090909090909,1.0,0.3333333333333333,0.3,0.18181818181818182,0.2727272727272727,0.15384615384615385,0.0
неслыханный,0.3181818181818182,1.0,0.3333333333333333,0.15384615384615385,0.6666666666666666,0.0,0.0,0.2727272727272727
неслышный,0.6136363636363636,1.0,0.6666666666666666,0.23076923076923078,0.7272727272727273,0.08333333333333333,0.0,0.0
несмелый,0.36363636363636365,1.0,0.3333333333333333,0.5454545454545454,0.2727272727272727,0.09090909090909091,0.0,0.0
несметный,0.32558139534883723,0.9772727272727273,0.3333333333333333,0.5454545454545454,0.09090909090909091,0.0,0.0,0.15384615384615385
несминаемый,0.4318181818181818,1.0,0.6666666666666666,0.4444444444444444,0.0,0.4166666666666667,0.07692307692307693,0.0
несмолкаемый,0.5909090909090909,1.0,0.6666666666666666,0.3076923076923077,0.9166666666666666,0.0,0.0,0.18181818181818182
несмываемый,0.4090909090909091,1.0,0.6666666666666666,0.8,0.18181818181818182,0.25,0.0,0.08333333333333333
несносный,0.36363636363636365,1.0,0.3333333333333333,0.5833333333333334,0.2727272727272727,0.08333333333333333,0.0,0.2727272727272727
несовместимый,0.38636363636363635,1.0,0.6666666666666666,0.7272727272727273,0.16666666666666666,0.2,0.3333333333333333,0.18181818181818182
несовместный,0.3409090909090909,1.0,0.3333333333333333,0.5454545454545454,0.18181818181818182,0.3333333333333333,0.16666666666666666,0.2
несокрушимый,0.36363636363636365,1.0,0.3333333333333333,0.5833333333333334,0.2727272727272727,0.08333333333333333,0.0,0.18181818181818182
несоразмерный,0.36363636363636365,1.0,0.3333333333333333,0.6666666666666666,0.08333333333333333,0.5,0.0,0.0
неспелый,0.5227272727272727,1.0,0.6666666666666666,0.9090909090909091,0.0,0.09090909090909091,0.8181818181818182,0.5454545454545454
неспешный,0.5,1.0,0.6666666666666666,0.36363636363636365,0.2727272727272727,0.18181818181818182,0.0,0.0
неспокойный,0.4318181818181818,1.0,0.6666666666666666,0.38461538461538464,0.6,0.0,0.0,0.0
нестандартный,0.3181818181818182,1.0,0.3333333333333333,0.6363636363636364,0.36363636363636365,0.5,0.2727272727272727,0.18181818181818182
нестарый,0.38636363636363635,1.0,0.6666666666666666,0.6666666666666666,0.18181818181818182,0.18181818181818182,0.08333333333333333,0.2
нестерпимый,0.4318181818181818,1.0,0.6666666666666666,0.2,0.25,0.2,0.23076923076923078,0.2727272727272727
нестойкий,0.4318181818181818,1.0,0.6666666666666666,0.5,0.1,0.07692307692307693,0.25,0.5454545454545454
нестоящий,0.38636363636363635,1.0,0.6666666666666666,0.45454545454545453,0.0,0.18181818181818182,0.36363636363636365,0.09090909090909091
нестроевой,0.36363636363636365,1.0,0.3333333333333333,0.3333333333333333,0.2,0.0,0.08333333333333333,0.0
нестройный,0.5227272727272727,1.0,0.6666666666666666,0.9166666666666666,0.18181818181818182,0.3,0.1,0.0
несуразный,0.3181818181818182,1.0,0.3333333333333333,0.6923076923076923,0.3,0.0,0.18181818181818182,0.09090909090909091
несущий,0.3409090909090909,1.0,0.3333333333333333,0.36363636363636365,0.09090909090909091,0.08333333333333333,0.0,0.1
несходный,0.3181818181818182,1.0,0.3333333333333333,0.6363636363636364,0.15384615384615385,0.1,0.09090909090909091,0.09090909090909091
несхожий,0.4772727272727273,1.0,0.6666666666666666,0.6666666666666666,0.45454545454545453,0.4,0.2,0.23076923076923078
несчётный,0.3409090909090909,1.0,0.3333333333333333,0.6153846153846154,0.0,0.18181818181818182,0.0,0.0
несъедобный,0.6136363636363636,1.0,0.6666666666666666,0.36363636363636365,0.0,0.09090909090909091,0.9090909090909091,0.5833333333333334
несытный,0.5227272727272727,1.0,0.6666666666666666,0.2727272727272727,0.0,0.0,0.25,0.16666666666666666
несытый,0.6744186046511628,0.9772727272727273,1.0,0.2,0.0,0.0,0.3076923076923077,0.0
нетвёрдый,0.75,1.0,1.0,0.6363636363636364,0.0,0.8181818181818182,0.08333333333333333,0.08333333333333333
нетерпеливый,0.4090909090909091,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0
нетерпимый,0.38636363636363635,1.0,0.6666666666666666,0.09090909090909091,0.36363636363636365,0.0,0.18181818181818182,0.2727272727272727
нетёсаный,0.5,1.0,0.6666666666666666,0.8333333333333334,0.08333333333333333,0.45454545454545453,0.0,0.0
нетипичный,0.4090909090909091,1.0,0.6666666666666666,0.6153846153846154,0.3333333333333333,0.18181818181818182,0.1111111111111111,0.45454545454545453
нетканый,0.4772727272727273,1.0,0.6666666666666666,0.6,0.25,0.6363636363636364,0.0,0.0
неторопкий,0.4186046511627907,0.9772727272727273,0.6666666666666666,0.38461538461538464,0.18181818181818182,0.0,0.1,0.0
неторопливый,0.4772727272727273,1.0,0.6666666666666666,0.6,0.36363636363636365,0.0,0.0,0.0
нетребовательный,0.3181818181818182,1.0,0.3333333333333333,0.3,0.18181818181818182,0.16666666666666666,0.0,0.0
нетрезвый,0.5454545454545454,1.0,0.6666666666666666,0.9090909090909091,0.4,0.0,0.08333333333333333,0.5454545454545454
нетронутый,0.4318181818181818,1.0,0.6666666666666666,0.5454545454545454,0.16666666666666666,0.18181818181818182,0.16666666666666666,0.1
неуважительный,0.3409090909090909,1.0,0.3333333333333333,0.5,0.09090909090909091,0.0,0.0,0.09090909090909091
неуверенный,0.4090909090909091,1.0,0.6666666666666666,0.7,0.5,0.0,0.09090909090909091,0.0
неувядаемый,0.3409090909090909,1.0,0.3333333333333333,0.8,0.0,0.0,0.0,0.16666666666666666
неувядающий,0.38636363636363635,1.0,0.6666666666666666,0.7,0.0,0.18181818181818182,0.0,0.16666666666666666
неугасаемый,0.4772727272727273,1.0,0.6666666666666666,0.5384615384615384,0.2727272727272727,0.2727272727272727,0.09090909090909091,0.1
неугасимый,0.38636363636363635,1.0,0.6666666666666666,0.3,0.36363636363636365,0.08333333333333333,0.0,0.0
неугомонный,0.36363636363636365,1.0,0.3333333333333333,0.6363636363636364,0.5833333333333334,0.1,0.08333333333333333,0.0
неудержимый,0.3409090909090909,1.0,0.3333333333333333,0.3333333333333333,0.2,0.0,0.0,0.1
неудержный,0.32558139534883723,0.9772727272727273,0.3333333333333333,0.3076923076923077,0.6363636363636364,0.0,0.0,0.0
неудобный,0.5454545454545454,1.0,0.6666666666666666,0.2727272727272727,0.0,0.2727272727272727,0.0,0.0
неудобопроизносимый,0.4090909090909091,1.0,0.6666666666666666,0.09090909090909091,0.4166666666666667,0.0,0.0,0.0
неудовлетворённый,0.4090909090909091,1.0,0.6666666666666666,0.3,0.23076923076923078,0.0,0.08333333333333333,0.0
неудовлетворительный,0.3181818181818182,1.0,0.3333333333333333,0.36363636363636365,0.38461538461538464,0.2,0.2727272727272727,0.18181818181818182
неуёмный,0.3181818181818182,1.0,0.3333333333333333,0.25,0.6363636363636364,0.0,0.0,0.0
неузнаваемый,0.36363636363636365,1.0,0.3333333333333333,0.5833333333333334,0.7,0.18181818181818182,0.18181818181818182,0.3333333333333333
неуклюжий,0.5,1.0,0.6666666666666666,0.6363636363636364,0.1,0.16666666666666666,0.16666666666666666,0.0
неукротимый,0.38636363636363635,1.0,0.6666666666666666,0.4166666666666667,0.16666666666666666,0.1,0.0,0.08333333333333333
